102.49	-122.12	-305.25	-102.206	-33.7934	122.215
102.1	-122.05	-307.52	-101.882	-33.4282	121.524
102.44	-122.2	-308.61	-102.81	-34.7207	121.915
101.52	-121.76	-306.55	-102.238	-33.8759	121.56
101.72	-121.97	-307.22	-102.362	-34.0159	121.522
102.15	-122.35	-307.72	-102.56	-34.2839	121.658
102.68	-122.8	-308.06	-102.65	-34.4164	121.821
103.15	-123.2	-308.1	-102.615	-34.4411	121.931
103.59	-123.49	-307.97	-102.4	-34.2554	121.947
103.67	-123.56	-307.54	-102.166	-34.0895	121.887
103.42	-123.42	-306.92	-101.901	-33.9263	121.712
103.31	-123.38	-306.82	-101.92	-33.9485	121.673
102.43	-122.88	-305.88	-101.741	-33.8323	121.392
101.55	-122.31	-305.08	-101.617	-33.7426	121.137
100.98	-121.83	-304.54	-101.449	-33.5227	120.904
100.92	-121.53	-304.48	-101.628	-33.6788	120.967
101.55	-121.51	-304.94	-101.627	-33.5083	121.066
102.67	-121.7	-305.83	-101.756	-33.4775	121.319
103.94	-122.02	-306.87	-102.006	-33.6033	121.641
105.26	-122.59	-308.34	-102.51	-33.9827	122.054
105.36	-122.82	-308.54	-102.737	-34.2781	122.151
104.88	-122.88	-308.31	-102.829	-34.5323	122.055
104.11	-122.86	-307.66	-102.898	-34.8236	121.913
103.23	-122.68	-306.79	-102.679	-34.8016	121.602
102.44	-122.46	-305.86	-102.565	-34.911	121.386
101.82	-122.22	-305.03	-102.502	-35.0415	121.264
101.49	-122.1	-304.51	-102.357	-34.9334	121.213
101.42	-122.02	-304.44	-102.335	-34.8562	121.31
103.85	-122.74	-306.78	-102.029	-33.5313	122.213
105.26	-122.65	-308.14	-101.754	-32.6996	122.486
102.94	-122.4	-306.17	-102.131	-33.791	122.028
103.93	-122.47	-306.96	-102.227	-33.68	122.294
104.6	-122.4	-307.44	-102.298	-33.5876	122.391
104.33	-122.32	-306.52	-102.48	-33.9444	121.85
103.98	-121.88	-306.68	-105.849	-38.4283	123.623
104.97	-122.34	-307.23	-102.641	-34.088	122.156
103.75	-122.26	-306.37	-102.53	-34.191	121.655
103.24	-122.14	-306.17	-102.435	-34.1442	121.415
102.81	-122	-306.17	-102.29	-33.989	121.22
102.57	-121.87	-306.22	-101.954	-33.5026	121.01
102.41	-121.79	-306.27	-101.688	-33.1687	120.887
102.21	-121.87	-306.12	-101.261	-32.8954	120.682
101.54	-122.45	-305.76	-99.7762	-32.6737	119.92
98.58	-124.46	-305.87	-96.814	-31.1816	117.994
78.14	-115.02	-308.2	-102.236	-40.4796	117.442
73.63	-112.79	-309.6	-102.574	-43.2778	117.017
67.75	-108.53	-310.37	-103.533	-45.3077	116.087
62.26	-104.51	-311.17	-104.541	-46.0419	115.411
57.65	-103.14	-310.64	-104.058	-48.0569	113.972
57.94	-101.59	-310.55	-102.647	-47.0767	112.219
59.91	-99.18	-308.16	-102.902	-51.1348	106.83
61.5	-98.91	-308.82	-102.814	-54.6295	104.217
70.59	-111.4	-305.49	-92.271	-64.2214	92.271
80.48	-126.49	-303.2	-75.7883	-65.362	79.4466
112.4	-153.57	-310.24	-36.4105	-63.0927	48.9335
125.65	-156.84	-321.56	-32.9768	-60.1949	47.9455
134.02	-151.32	-337.87	-33.9437	-59.6612	50.6016
135.7	-133.57	-358.37	-41.2407	-61.3263	57.0739
127.48	-73.28	-392.21	-67.5836	-57.8757	73.6663
124.78	-21.58	-399.62	-80.9501	-61.2572	74.874
132.19	3.22	-400.91	-83.6635	-62.7572	72.1037
139.42	19.13	-399.13	-81.2402	-62.9828	67.2455
144.64	26.49	-397.37	-80.2688	-60.2166	64.726
148.74	28.76	-395.79	-77.0459	-60.1864	60.2639
150.6	28	-396.35	-74.0256	-59.7346	56.0794
152.83	23.59	-399.94	-68.591	-61.0272	49.9704
155.2	18.21	-407.87	-65.6413	-61.8497	47.6809
155.9	13.35	-419.85	-69.4425	-61.32	52.8901
153.21	4.55	-434.78	-68.0097	-64.2978	53.3999
152.95	-8.71	-459.34	-66.3807	-67.4013	54.1603
150.8	-12.82	-479.84	-57.1964	-72.4627	45.5338
153.3	-7.3	-507.04	-70.9835	-71.5791	59.2152
161	0.24	-507.33	-111.361	-67.1177	99.7831
174.2	-12.78	-507.64	-120.785	-75.5529	107.762
169.12	-17.83	-466.46	-102.283	-68.212	94.7596
173.33	-32.33	-459.75	-91.1317	-75.1292	89.4319
188.08	24.53	-455.91	35.1326	-41.107	-54.0089
193.23	42.75	-148.74	-86.5453	-68.2892	48.7413
188.79	38.48	-151.03	-85.7313	-67.6741	51.241
186.87	37.42	-152.18	-86.8565	-67.8421	51.6317
185.98	36.88	-153.82	-87.8313	-68.3462	52.4199
185.26	36.3	-153.26	-86.0527	-68.5285	49.8922
183.84	35.91	-155.14	-89.4214	-66.9221	53.2603
181.99	36.11	-157	-88.9067	-67.0861	51.9009
180.58	36.38	-160.02	-87.2014	-67.5733	47.6326
179.86	37.19	-162.13	-80.6237	-70.115	37.2959
179.87	38.18	-163.5	-54.9196	-72.5364	10.4322
179.69	38.64	-164.18	-30.0531	-71.0143	-14.5781
179.21	38.98	-165.97	6.94984	-54.2377	-48.9778
179.62	38.86	-167.77	16.1693	-39.1686	-56.0298
180.09	38.77	-169.53	18.723	-28.4903	-57.5968
181.46	38.9	-170.19	18.946	-21.9631	-57.2041
184.23	39.33	-169.07	18.196	-17.6982	-55.5768
189.28	39.97	-165.79	17.0051	-13.7774	-52.95
194.04	41.57	-162.52	14.7426	-15.2235	-51.0126
198.81	43.36	-157.53	12.0942	-18.496	-49.2672
202.58	44.88	-154.25	10.6945	-19.4823	-48.4714
198.97	50.06	-141.3	17.8772	-36.2994	-61.5525
194.29	48.53	-143.22	19.1452	-36.0077	-62.466
191.4	50.71	-147.32	20.621	-33.9103	-64.2221
191.07	52.56	-146.71	20.6984	-31.2808	-64.5671
191.17	53.21	-146.17	20.7098	-29.5042	-64.8526
192.12	53.67	-143.14	22.1472	-20.1249	-66.9322
191.83	52.05	-139.31	25.8369	-3.51283	-68.4047
193.98	54.78	-137.43	25.2625	-1.92937	-64.2676
199.27	58.92	-135.78	20.6718	-7.44663	-58.4896
201.95	62.38	-140.34	19.1452	-7.14139	-59.936
199.04	55.36	-135.47	17.8353	-26.9709	-63.3975
193.3	54.55	-138.21	19.2601	-29.519	-62.2672
185.24	54.62	-148.48	18.0342	-31.0619	-58.2127
183.94	54.35	-151.12	15.4346	-28.6396	-53.5709
182.8	52.58	-152.71	16.1425	-24.5833	-52.8723
178.05	47.57	-154.62	18.9328	-25.6281	-53.4318
174.75	43.26	-155.67	20.0623	-30.9274	-54.3252
173.92	40.26	-155.15	20.0227	-31.6776	-54.9411
173.4	38.22	-154.76	20.0504	-31.1379	-54.7812
171.9	36.98	-154.74	21.1864	-30.9566	-54.1684
170.39	36.27	-154.02	22.9851	-32.4698	-54.6791
167.82	33.18	-151.57	28.4955	-37.4689	-57.7099
167.1	31.77	-150.69	29.5192	-41.3998	-56.5674
166.32	31.72	-150.42	31.1208	-42.9295	-55.5782
164.56	32.51	-150.43	32.1297	-44.899	-55.1058
162.63	33.35	-150.36	31.5477	-48.7664	-53.862
160.41	34.55	-150.03	26.7242	-56.2569	-48.1882
160.11	35.35	-149.74	24.7191	-58.5615	-45.706
160.21	37.92	-150.42	20.3683	-61.2255	-40.5859
160.7	38.9	-151.51	23.5724	-58.7613	-43.1984
161.17	39.2	-153.41	30.3623	-52.4684	-48.4877
161.64	38.67	-154.22	34.423	-48.5795	-50.0658
161.12	38.08	-154.23	36.4639	-46.2062	-49.7249
159.5	38.13	-154.05	37.9966	-45.3636	-49.7551
157.98	40.07	-153.21	38.9763	-47.5616	-50.2954
157.35	42.88	-152.43	30.7817	-62.2397	-45.8838
157.81	44.6	-152.2	-15.3364	-78.5542	-3.04194
158.74	43.85	-152.8	-10.3892	-78.6073	-7.12299
158.29	41.94	-152.82	-11.5039	-79.8874	-6.26119
157.02	40.89	-152.84	4.50188	-78.8543	-22.6194
154.86	40.6	-153.09	21.1832	-75.7405	-39.4566
151.99	40.64	-152.94	29.6483	-73.4584	-47.9793
149.58	40.92	-153.77	35.6863	-72.4945	-53.9747
149.34	41.38	-153.18	29.8019	-76.0203	-48.0273
149.6	41.72	-152.45	12.5894	-80.4912	-30.5596
151.02	42.75	-152.01	-85.5168	-74.7887	68.549
153.95	41.92	-150.83	-102.949	-46.7914	86.481
156.95	40.77	-149.17	-104.567	-33.5431	90.1906
160.79	40.46	-147.25	-105.434	-27.8626	92.7963
163.5	41.65	-146.29	-105.203	-33.6759	90.4184
164.13	42.71	-147.01	-105.063	-37.924	88.91
164.04	43.26	-147.86	-104.487	-39.3349	86.9527
163.88	43.03	-148.62	-103.105	-41.1218	84.4016
163.96	43.21	-150	-98.5	-44.0897	80.8558
164.29	43.3	-151.08	-92.7697	-47.7461	76.1962
164.68	43.42	-151.23	-89.5832	-50.436	73.5471
165.87	43.1	-151.77	-84.8856	-53.5168	69.2396
167.61	43.18	-152.18	-85.0891	-51.3729	69.0135
168.84	43.22	-151.85	-85.3172	-49.2189	68.6413
169.9	43.11	-152.54	-76.1479	-54.6837	59.7036
171.07	43.35	-152.53	-67.1484	-58.878	51.0536
171.16	43.03	-152.36	-66.4781	-59.1582	50.225
170.61	43	-151.6	-69.8	-58.6925	53.6981
169.21	43.03	-151.47	-74.1438	-58.5171	57.5764
168.12	43.13	-150.52	-77.6512	-60.3348	61.0033
167.1	43.28	-150.96	-77.4997	-61.0423	60.7092
