197.24	25.26	-160.91	80.3661	42.1655	-59.9101
194.26	30.8	-153.66	80.0572	44.6005	-63.6841
191.72	37.33	-151.86	77.1757	49.2227	-67.4881
194.01	37.23	-151.82	78.7259	48.9697	-61.6678
196.79	34.37	-151.17	81.0626	43.8116	-53.8671
195.96	19.75	-131.72	99.2356	26.2822	-37.7215
193.03	20.86	-130.98	100.566	23.7871	-40.3709
192.83	20.71	-130.82	100.466	24.1745	-39.7735
192.75	20.18	-130.56	98.107	26.1433	-39.8221
192.91	19.39	-130.04	96.1924	28.6269	-40.6265
193.53	18.04	-130.75	98.5183	30.041	-36.3571
197.48	15.81	-135.16	100.006	25.7697	-28.605
202.76	12.61	-141.69	99.1069	22.6051	-22.6997
201.46	11.22	-138.44	106.983	16.8796	-19.2729
195.64	10.9	-130.58	103.009	5.88627	-33.0858
193.76	10.79	-132.8	106.883	4.91549	-31.9955
193.53	10.72	-132.54	106.42	5.85453	-32.4384
193.29	10.82	-132.86	107.734	6.36515	-32.0882
193.42	10.9	-132.93	108.78	6.8608	-32.0309
193.65	10.84	-132.77	105.158	4.81783	-33.0376
193.46	10.89	-132.85	106.895	5.92945	-32.5014
193.48	10.96	-132.85	106.839	5.9388	-32.6098
194.25	11.61	-132.94	105.279	6.68398	-33.7553
195.02	12.44	-133.21	104.474	7.06779	-34.0043
195.09	13.05	-133.3	101.815	6.3263	-34.522
193.75	12.49	-131.64	97.1351	6.95387	-40.9103
194.38	12.98	-131.67	97.347	7.75402	-45.1537
196.6	16.18	-131.69	96.1907	7.14109	-43.9862
197.31	19.09	-132.2	93.606	4.4634	-44.8801
196.97	37.83	-141.71	88.2047	55.3756	-62.1665
193.76	40.25	-141.97	87.0809	56.652	-64.2229
192.16	40.44	-141.31	86.1843	66.7026	-62.9898
188.93	40.31	-143.69	83.7236	66.0036	-63.3057
183.77	40.07	-148.85	84.0688	61.7106	-60.8637
178.48	39.35	-153.53	84.2041	58.576	-60.3929
176.5	39.43	-154.16	84.5779	57.7233	-60.6144
173.95	40.03	-150.82	82.8222	60.8076	-66.2027
173.36	41.03	-148.12	79.7064	69.4901	-71.506
171.95	41.87	-147.47	80.5003	69.9956	-69.613
167.45	40.74	-148.42	83.5157	63.9715	-64.7923
164.85	38.95	-148.51	84.3276	62.7084	-64.234
162.66	37.75	-148.15	87.9628	60.2189	-63.8834
161.25	36.05	-147.64	94.0656	58.651	-64.3709
161.02	33.62	-145.7	99.8721	59.2734	-64.3466
160.92	31.4	-145.01	102.651	57.9962	-63.252
161.01	29.45	-144.51	107.187	54.3297	-60.1293
162.07	28.45	-144.14	106.622	50.674	-59.4189
164.56	26.6	-142.08	105.122	54.1882	-60.3447
165.79	25.6	-141.06	106.389	57.121	-59.2283
168.8	24.8	-138.48	109.675	56.733	-55.6965
170.78	25.29	-138.1	113.002	53.903	-52.7794
171.83	25.65	-137.24	110.773	45.0885	-53.6859
168.54	25.84	-137.81	99.1298	28.6927	-59.6008
165.15	26.26	-138.69	97.5874	27.8251	-64.4354
162.52	26.52	-140.39	96.6311	26.1138	-67.7934
161.62	26.52	-141.08	96.303	24.2016	-68.8891
162.18	26.25	-141.18	98.175	23.8472	-70.297
164.25	25.89	-140.67	99.7116	27.9106	-69.4894
168.24	25.9	-139.52	104.107	35.7247	-64.6749
